ID	lineage	domain	phylum	class	order	family	genus	species
A0A4Q1ZZB1	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__EubacterialesFamilyXII.IncertaeSedis;g__Fusibacter;s__	d__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__EubacterialesFamilyXII.IncertaeSedis	g__Fusibacter	s__
A0A4P7RFR0	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Hydrogenophaga;s__	d__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Hydrogenophaga	s__
A0A498RFE9	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Lucifera;s__	d__Bacteria	p__Bacillota	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Lucifera	s__
A0A484F4F8	d__Archaea;p__Methanobacteriota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanimicrococcus;s__	d__Archaea	p__Methanobacteriota	c__Methanomicrobia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanimicrococcus	s__
A0A424Z1W0	d__Bacteria;p__Campylobacterota;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__	d__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter	s__
A0A410P5M0	d__Bacteria;p__CandidatusOmnitrophota;c__;o__;f__;g__CandidatusVelamenicoccus;s__	d__Bacteria	p__CandidatusOmnitrophota	c__	o__	f__	g__CandidatusVelamenicoccus	s__
A0A3S0BJ28	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Lysobacterales;f__;g__;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Lysobacterales	f__	g__	s__
A0A3P3RMK0	d__Archaea;p__Methanobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halomarina;s__	d__Archaea	p__Methanobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomarina	s__
A0A3N5YX57	d__Bacteria;p__Myxococcota;c__Myxococcia;o__;f__;g__;s__	d__Bacteria	p__Myxococcota	c__Myxococcia	o__	f__	g__	s__
A0A3N5XM29	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__;f__;g__;s__	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__	f__	g__	s__
A0A3N0BFB4	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Paraeggerthella;s__	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Eggerthellales	f__Eggerthellaceae	g__Paraeggerthella	s__
A0A3M7TSX6	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Alteribacter;s__	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Alteribacter	s__
A0A3M2ERU2	d__Bacteria;p__Bacteroidota;c__;o__;f__;g__;s__	d__Bacteria	p__Bacteroidota	c__	o__	f__	g__	s__
A0A3M2BQN6	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__;f__;g__;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__	f__	g__	s__
A0A3M1UY53	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__;f__;g__;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__	f__	g__	s__
A0A3D9SVF7	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Thermomonosporaceae;g__Thermomonospora;s__	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Streptosporangiales	f__Thermomonosporaceae	g__Thermomonospora	s__
A0A3D8JAK0	d__Bacteria;p__Campylobacterota;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__	d__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter	s__
A0A3D8IQP1	d__Bacteria;p__Campylobacterota;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__	d__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter	s__
A0A3D2AJ81	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae;g__;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Oceanospirillales	f__Oceanospirillaceae	g__	s__
A0A369W830	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae;g__Motiliproteus;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Oceanospirillales	f__Oceanospirillaceae	g__Motiliproteus	s__
A0A357IN90	d__Bacteria;p__Mycoplasmatota;c__Mollicutes;o__Acholeplasmatales;f__Acholeplasmataceae;g__;s__	d__Bacteria	p__Mycoplasmatota	c__Mollicutes	o__Acholeplasmatales	f__Acholeplasmataceae	g__	s__
A0A356UB38	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Syntrophomonadaceae;g__Syntrophomonas;s__	d__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Syntrophomonadaceae	g__Syntrophomonas	s__
A0A356F6W6	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__;f__;g__;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__	f__	g__	s__
A0A353QSU0	d__Bacteria;p__Cyanobacteriota;c__;o__;f__;g__;s__	d__Bacteria	p__Cyanobacteriota	c__	o__	f__	g__	s__
A0A349D196	d__Bacteria;p__CandidatusPeregrinibacteria;c__CandidatusPeribacteria;o__;f__;g__;s__	d__Bacteria	p__CandidatusPeregrinibacteria	c__CandidatusPeribacteria	o__	f__	g__	s__
A0A349B741	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__;s__	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__Acidimicrobiaceae	g__	s__
A0A315EKR0	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Limnohabitans;s__	d__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Limnohabitans	s__
A0A2Z4URJ4	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Kitasatosporales	f__Streptomycetaceae	g__Streptomyces	s__
A0A2V2ZAH7	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Cytobacillus;s__	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Cytobacillus	s__
A0A2V2N417	d__Archaea;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanospirillum;s__	d__Archaea	p__Methanobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanospirillaceae	g__Methanospirillum	s__
A0A2U2ATK2	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Cardiobacteriales;f__Ignatzschineriaceae;g__Ignatzschineria;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Cardiobacteriales	f__Ignatzschineriaceae	g__Ignatzschineria	s__
A0A2T5X7B8	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__;s__	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Micrococcales	f__Microbacteriaceae	g__	s__
A0A2T2T0J2	d__Bacteria;p__Bacteroidota;c__;o__;f__;g__;s__	d__Bacteria	p__Bacteroidota	c__	o__	f__	g__	s__
A0A2S6Q3Q8	d__Bacteria;p__Pseudomonadota;c__;o__;f__;g__;s__	d__Bacteria	p__Pseudomonadota	c__	o__	f__	g__	s__
A0A2R6JIS5	d__Archaea;p__Methanobacteriota;c__Halobacteria;o__Halobacteriales;f__;g__;s__	d__Archaea	p__Methanobacteriota	c__Halobacteria	o__Halobacteriales	f__	g__	s__
A0A2R6J501	d__Archaea;p__Methanobacteriota;c__Halobacteria;o__Halobacteriales;f__;g__;s__	d__Archaea	p__Methanobacteriota	c__Halobacteria	o__Halobacteriales	f__	g__	s__
A0A2P6VSY3	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__;g__;s__	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__	g__	s__
A0A2N5ZL88	d__Bacteria;p__CandidatusMuiribacteriota;c__;o__;f__;g__CandidatusMuiribacterium;s__	d__Bacteria	p__CandidatusMuiribacteriota	c__	o__	f__	g__CandidatusMuiribacterium	s__
A0A2N2M534	d__Bacteria;p__;c__Deltaproteobacteria;o__;f__;g__;s__	d__Bacteria	p__	c__Deltaproteobacteria	o__	f__	g__	s__
A0A2N2DYY2	d__Bacteria;p__CandidatusFalkowbacteria;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusFalkowbacteria	c__	o__	f__	g__	s__
A0A2M7UKX4	d__Bacteria;p__CandidatusPeregrinibacteria;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusPeregrinibacteria	c__	o__	f__	g__	s__
A0A2M7J9V5	d__Bacteria;p__CandidatusDesantisbacteria;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusDesantisbacteria	c__	o__	f__	g__	s__
A0A2M6W5B1	d__Bacteria;p__CandidatusMagasanikiibacteriota;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusMagasanikiibacteriota	c__	o__	f__	g__	s__
A0A2I0PSR0	d__Archaea;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__;g__;s__	d__Archaea	p__Methanobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__	g__	s__
A0A2H0ZBY8	d__Bacteria;p__Elusimicrobiota;c__;o__;f__;g__;s__	d__Bacteria	p__Elusimicrobiota	c__	o__	f__	g__	s__
A0A2G6N0Q8	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfobacteria;o__Desulfobacterales;f__;g__;s__	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__	g__	s__
A0A2G6BPF9	d__Bacteria;p__CandidatusCloacimonadota;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusCloacimonadota	c__	o__	f__	g__	s__
A0A2D6T6F9	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae	g__	s__
A0A285IXF5	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Arsukibacterium;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Chromatiales	f__Chromatiaceae	g__Arsukibacterium	s__
A0A285HHN6	d__Bacteria;p__Bacillota;c__Clostridia;o__Halanaerobiales;f__Halobacteroidaceae;g__Orenia;s__	d__Bacteria	p__Bacillota	c__Clostridia	o__Halanaerobiales	f__Halobacteroidaceae	g__Orenia	s__
A0A267MCE2	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Thermotaleaceae;g__Anaeromicrobium;s__	d__Bacteria	p__Bacillota	c__Clostridia	o__Peptostreptococcales	f__Thermotaleaceae	g__Anaeromicrobium	s__
A0A258TUE1	d__Bacteria;p__Pseudomonadota;c__Hydrogenophilia;o__Hydrogenophilales;f__;g__;s__	d__Bacteria	p__Pseudomonadota	c__Hydrogenophilia	o__Hydrogenophilales	f__	g__	s__
A0A256ICM0	d__Archaea;p__Methanobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__	d__Archaea	p__Methanobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__
A0A222SIM4	d__Bacteria;p__Chlorobiota;c__Chlorobiia;o__Chlorobiales;f__Chlorobiaceae;g__Prosthecochloris;s__	d__Bacteria	p__Chlorobiota	c__Chlorobiia	o__Chlorobiales	f__Chlorobiaceae	g__Prosthecochloris	s__
A0A202DG65	d__Archaea;p__;c__;o__;f__;g__;s__	d__Archaea	p__	c__	o__	f__	g__	s__
A0A1Y4DIL5	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__Elusimicrobium;s__	d__Bacteria	p__Elusimicrobiota	c__Elusimicrobia	o__Elusimicrobiales	f__Elusimicrobiaceae	g__Elusimicrobium	s__
A0A1X7DFW6	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Desulfovibrio	s__
A0A1W9VG02	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__;s__	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Spirochaetales	f__Spirochaetaceae	g__	s__
A0A1W9SVR2	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__;s__	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfobacteraceae	g__	s__
A0A1W9L0J7	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Beggiatoa;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Thiotrichales	f__Thiotrichaceae	g__Beggiatoa	s__
A0A1W7ADW6	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Macrococcoides;s__	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Macrococcoides	s__
A0A1W1VUK0	d__Bacteria;p__Bacillota;c__Clostridia;o__Moorellales;f__Moorellaceae;g__Thermanaeromonas;s__Thermanaeromonastoyohensis	d__Bacteria	p__Bacillota	c__Clostridia	o__Moorellales	f__Moorellaceae	g__Thermanaeromonas	s__Thermanaeromonastoyohensis
A0A1V6C6I1	d__Bacteria;p__;c__;o__;f__;g__;s__	d__Bacteria	p__	c__	o__	f__	g__	s__
A0A1V5ECT3	d__Bacteria;p__Thermodesulfobacteriota;c__Syntrophia;o__Syntrophales;f__Syntrophaceae;g__;s__	d__Bacteria	p__Thermodesulfobacteriota	c__Syntrophia	o__Syntrophales	f__Syntrophaceae	g__	s__
A0A1V5BVH5	d__Bacteria;p__Thermodesulfobacteriota;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__;s__	d__Bacteria	p__Thermodesulfobacteriota	c__Syntrophorhabdia	o__Syntrophorhabdales	f__Syntrophorhabdaceae	g__	s__
A0A1V4Z2I1	d__Archaea;p__Methanobacteriota;c__Methanomicrobia;o__Methanocellales;f__Methanocellaceae;g__Methanocella;s__	d__Archaea	p__Methanobacteriota	c__Methanomicrobia	o__Methanocellales	f__Methanocellaceae	g__Methanocella	s__
A0A1V4Z1C9	d__Archaea;p__Methanobacteriota;c__Methanomicrobia;o__Methanocellales;f__Methanocellaceae;g__Methanocella;s__	d__Archaea	p__Methanobacteriota	c__Methanomicrobia	o__Methanocellales	f__Methanocellaceae	g__Methanocella	s__
A0A1V4U2S6	d__Archaea;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__;s__	d__Archaea	p__Methanobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanoregulaceae	g__	s__
A0A1U7JK72	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Stappiaceae;g__Pseudovibrio;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Stappiaceae	g__Pseudovibrio	s__
A0A1U7HVH6	d__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Chroococcales;f__Chroococcaceae;g__Chroogloeocystis;s__Chroogloeocystissiderophila	d__Bacteria	p__Cyanobacteriota	c__Cyanophyceae	o__Chroococcales	f__Chroococcaceae	g__Chroogloeocystis	s__Chroogloeocystissiderophila
A0A1T4Y4Z9	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Paucidesulfovibrio;s__Paucidesulfovibriogracilis	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Paucidesulfovibrio	s__Paucidesulfovibriogracilis
A0A1T4VZE3	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfobaculum;s__Desulfobaculumbizertense	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Desulfobaculum	s__Desulfobaculumbizertense
A0A1T4U5P0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Enterovibrio;s__Enterovibrionigricans	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Vibrionales	f__Vibrionaceae	g__Enterovibrio	s__Enterovibrionigricans
A0A1S1N1W2	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Alteromonadales;f__Pseudoalteromonadaceae;g__Pseudoalteromonas;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Alteromonadales	f__Pseudoalteromonadaceae	g__Pseudoalteromonas	s__
A0A1Q3RRE3	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__;g__;s__	d__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__	g__	s__
A0A1Q2KYV8	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planococcus;s__	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Planococcus	s__
A0A1M7S113	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibriolitoralis	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Desulfovibrio	s__Desulfovibriolitoralis
A0A1M6UZQ0	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Peptococcaceae;g__Desulforamulus;s__Desulforamulusaeronauticus	d__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Peptococcaceae	g__Desulforamulus	s__Desulforamulusaeronauticus
A0A1M5YCX8	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Alteromonadales;f__Ferrimonadaceae;g__Ferrimonas;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Alteromonadales	f__Ferrimonadaceae	g__Ferrimonas	s__
A0A1M5RZZ5	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulfofustis;s__Desulfofustisglycolicus	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfobulbia	o__Desulfobulbales	f__Desulfocapsaceae	g__Desulfofustis	s__Desulfofustisglycolicus
A0A1M5GWQ0	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;s__	d__Bacteria	p__Fibrobacterota	c__Fibrobacteria	o__Fibrobacterales	f__Fibrobacteraceae	g__Fibrobacter	s__
A0A1M4UQT4	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Alkalibacter;s__Alkalibactersaccharofermentans	d__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Eubacteriaceae	g__Alkalibacter	s__Alkalibactersaccharofermentans
A0A1J5GZ90	d__Bacteria;p__CandidatusPaceibacterota;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusPaceibacterota	c__	o__	f__	g__	s__
A0A1J4XW53	d__Archaea;p__CandidatusWoesearchaeota;c__;o__;f__;g__;s__	d__Archaea	p__CandidatusWoesearchaeota	c__	o__	f__	g__	s__
A0A1I7G5M0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio;s__	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyrivibrio	s__
A0A1H9FJZ6	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Piscibacillus;s__	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Piscibacillus	s__
A0A1H4DTR2	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Desulfuromonadales;f__Geopsychrobacteraceae;g__Desulfuromusa;s__	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Desulfuromonadales	f__Geopsychrobacteraceae	g__Desulfuromusa	s__
A0A1H2LFY2	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Arcanobacterium;s__	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Actinomycetaceae	g__Arcanobacterium	s__
A0A1G8VHG4	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Sediminibacillus;s__	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Sediminibacillus	s__
A0A1G6NEI7	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Shouchella;s__	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Shouchella	s__
A0A1G1Q7L1	d__Bacteria;p__CandidatusOmnitrophota;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusOmnitrophota	c__	o__	f__	g__	s__
A0A1G1L1T4	d__Bacteria;p__CandidatusOmnitrophota;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusOmnitrophota	c__	o__	f__	g__	s__
A0A1F9DHJ3	d__Bacteria;p__;c__Deltaproteobacteria;o__;f__;g__;s__	d__Bacteria	p__	c__Deltaproteobacteria	o__	f__	g__	s__
A0A1F8S770	d__Bacteria;p__Chloroflexota;c__;o__;f__;g__;s__	d__Bacteria	p__Chloroflexota	c__	o__	f__	g__	s__
A0A1F6QRB1	d__Bacteria;p__CandidatusMargulisiibacteriota;c__;o__;f__;g__;s__	d__Bacteria	p__CandidatusMargulisiibacteriota	c__	o__	f__	g__	s__
A0A1F2Z2H4	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__;f__;g__;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__	f__	g__	s__
A0A1E5QTD5	d__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Chroococcales;f__Geminocystaceae;g__Cyanobacterium;s__	d__Bacteria	p__Cyanobacteriota	c__Cyanophyceae	o__Chroococcales	f__Geminocystaceae	g__Cyanobacterium	s__
A0A1D8ATC3	d__Bacteria;p__Verrucomicrobiota;c__Opitutia;o__Opitutales;f__Opitutaceae;g__Lacunisphaera;s__	d__Bacteria	p__Verrucomicrobiota	c__Opitutia	o__Opitutales	f__Opitutaceae	g__Lacunisphaera	s__
A0A1D2RGA3	d__Archaea;p__CandidatusAltarchaeota;c__CandidatusAltiarchaeia;o__CandidatusAltarchaeales;f__;g__;s__	d__Archaea	p__CandidatusAltarchaeota	c__CandidatusAltiarchaeia	o__CandidatusAltarchaeales	f__	g__	s__
A0A1A8XRK7	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Propionivibrio;s__	d__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__Propionivibrio	s__
A0A178K2A9	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Photobacterium;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Vibrionales	f__Vibrionaceae	g__Photobacterium	s__
A0A167AWA3	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__Ectothiorhodospira;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Chromatiales	f__Ectothiorhodospiraceae	g__Ectothiorhodospira	s__
A0A151B0I0	d__Bacteria;p__Bacillota;c__Clostridia;o__Moorellales;f__Moorellaceae;g__Moorella;s__Moorellamulderi	d__Bacteria	p__Bacillota	c__Clostridia	o__Moorellales	f__Moorellaceae	g__Moorella	s__Moorellamulderi
A0A142B706	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Oceanospirillales;f__Endozoicomonadaceae;g__Endozoicomonas;s__Endozoicomonasmontiporae	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Oceanospirillales	f__Endozoicomonadaceae	g__Endozoicomonas	s__Endozoicomonasmontiporae
A0A128EIS5	d__Bacteria;p__Campylobacterota;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__	d__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter	s__
A0A124G630	d__Archaea;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__;g__;s__	d__Archaea	p__Methanobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__	g__	s__
A0A101FRX0	d__Archaea;p__Methanobacteriota;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__	d__Archaea	p__Methanobacteriota	c__Methanomicrobia	o__Methanotrichales	f__Methanotrichaceae	g__Methanothrix	s__
A0A0X8G6R6	d__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutibacter;s__	d__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Lutibacter	s__
A0A0X3BH74	d__Archaea;p__Methanobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__	d__Archaea	p__Methanobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanomicrobiaceae	g__Methanoculleus	s__
A0A0U3IQY7	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Alteromonadales;f__Pseudoalteromonadaceae;g__Pseudoalteromonas;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Alteromonadales	f__Pseudoalteromonadaceae	g__Pseudoalteromonas	s__
A0A0S4SBR9	d__Bacteria;p__Campylobacterota;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacterfetus	d__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter	s__Campylobacterfetus
